EventType	Survey Type	VIN First9	VIN Last8	ModelYear	BodyModelCode	CorpVehicleDescription	Family Code	CustomerID	SurveyStatus	PurchaseDate	BuildDate	SampleDate	ReceiptDate	ZoneCode (BC)	SALES DISTRICT	SalesGroupSize	Brand	DealerCode	MarketCode	PlantCode	G_Date	RepairNumber	RepairDate	SERVICE DISTRICT 	SalesPerson_SID	FinancePerson_SID	SalesManager_SID	ServiceAdvisor_SID	Technician_SID	QGENDER	QAGE	QMARITAL	QINCOME	QArea	QEducation	AR_QSalesAdvocacy	AR_QBrandAdvocacy	AR_QAvailableVehs	AR_QAppearance	AR_QComfort	AR_QFacility	AR_QFollowThrough	AR_QVehKnowledge	AR_QMeetNeeds	AR_QCourteous	AR_QResponsive	AR_QHonest	AR_QTabletDevice	AR_QTabletUse_VehNeeds	AR_QTabletUse_VehFeatures	AR_QTabletUse_CapturePersonalInfo	AR_QTabletUse_PricingPayment	AR_QTabletUse_Other	AR_QTabletUse_NoRecall	AR_QTabletUse_VerbOther	AR_QTestDrive	AR_QTestDriveReason	AR_QTestDriveReason_VerbOther	AR_QSalesCons	AR_QAgreementEase	AR_QClarity	AR_QTimeFinalPaperwork	AR_QFairness	AR_QProfessional	AR_QWorkingOutDeal	AR_QPressure	AR_QExplainVehFeatures	AR_QHandoff	AR_QTimeFinalDelivery	AR_QVehCondition	AR_QConvenience	AR_QBluetooth	AR_QVehCommunication	AR_QFeatureSetup	AR_QDelivery	AR_QVehConditionDesc_Dings	AR_QVehConditionDesc_Dirty	AR_QVehConditionDesc_MissingFeature	AR_QVehConditionDesc_NoIssues	AR_QVehConditionDesc_Other	AR_QVehConditionDesc_VerbOther	AR_QSalesExperience	AR_DealerSat_Verbatim	AR_DealerSat_Verbatim_Codes_Array	AR_DealerSat_Verbatim_Codes_01	AR_DealerSat_Verbatim_Codes_02	AR_DealerSat_Verbatim_Codes_03	AR_QModelSat	AR_ModelSat_Verbatim	AR_ModelSat_Verbatim_Codes_Array	AR_ModelSat_Verbatim_Codes_01	AR_ModelSat_Verbatim_Codes_02	AR_ModelSat_Verbatim_Codes_03	AR_QServAdvocacy	AR_QTypeWork ExpressLane	AR_QTypeWork NotExpressLane	AR_QTypeWork Warranty	AR_QTypeWork NonWarranty	AR_QTypeWork Recall	AR_QTypeWork Collision_BodyRepair	AR_QTypeWork Other(specify)	AR_QTypeWork_VerbOther	AR_QFFV	AR_QFFVReasons_Busy	AR_QFFVReasons_MoreWork	AR_QFFVReasons_NotFind	AR_QFFVReasons_BrokeAgain	AR_QFFVReasons_PartsNA	AR_QFFVReasons_NotFixed	AR_QFFVReasons_NewProb	AR_QFFVReasons_NotWarr	AR_QFFVReasons_NoAppt	AR_QFFVReasons_Other	AR_QFFVReasons_DontKnow	AR_QFFVReasons_VerbOther	AR_FFVFix_Maint	AR_FFVFix_WarningIndic	AR_FFVFix_Engine	AR_FFVFix_NoStart	AR_FFVFix_Xmissn	AR_FFVFix_Brakes	AR_FFVFix_SteerSuspn	AR_FFVFix_TiresWheels	AR_FFVFix_Exterior	AR_FFVFix_WaterWind	AR_FFVFix_Interior	AR_FFVFix_SqueakRattleVibr	AR_FFVFix_NavAudioEnter	AR_FFVFix_Electrical	AR_FFVFix_HeatingAC	AR_FFVFix_SunroofTop	AR_FFVFix_Doors	AR_FFVFix_Recall	AR_FFVFix_Seats	AR_FFVFix_Access	AR_FFVFix_Other	AR_FFVFix_VerbOther	AR_QTimeComplete	AR_Q_ThoroughWork	AR_QCondition	AR_QKnowledge	AR_QCourtesy	AR_QResponsiveness	AR_QThoroughExplain	AR_QFocused	AR_QAdvice	AR_QVehInspect	AR_StatusUpdate	AR_CostEstimate	AR_Q_SERV_ADV	AR_QEaseSched	AR_QHowSched	AR_QDayWait	AR_QDaySat	AR_QTimelinessDropoff	AR_QFacilityComfort	AR_QFacilityEase	AR_QCleanFacility	AR_QTabletPurpose_CapturePersonalInfo	AR_QTabletPurpose_ServiceHistory	AR_QTabletPurpose_Odometer	AR_QTabletPurpose_WorkToComplete	AR_QTabletPurpose_IssueDetails	AR_QTabletPurpose_CostEstimate	AR_QTabletPurpose_Other	AR_QTabletPurpose_NoRecall	AR_QTabletPurpose_VerbOther	AR_QTransOffer	AR_QTransType	AR_QVehReady	AR_QAccuracyCost	AR_QExplainCharges	AR_QWorkPerformed	AR_QPickup	AR_QFairCharges	AR_QHelpful	AR_QServiceExperience	AR_DealerSuggestionVerbatim	AR_DealerSuggestionVerbatim_Codes_Array	AR_DealerSuggestionVerbatim_Codes_01	AR_DealerSuggestionVerbatim_Codes_02	AR_DealerSuggestionVerbatim_Codes_03	CL_ContactYou	CL_Resolved	CL_Advocacy	CL_Delivery	CL_SlsConsult	CL_SER_ADV	CL_Comment	CL_Comment_Category_Codes_Array	CL_Comment_Category_Codes_01	CL_Comment_Category_Codes_02	CL_Comment_Category_Codes_03	Original_DlrAdvocacy	Original_Delivery	Original_SlsConsultant	Original_Serv_Advisor	CL_InviteDate	CL_ReturnDate	CL_Status	UniqueID	Original_ReportMonth	VehicleSaleType	LanguageCode	RPT_MONTH
001	Sales	ZARFAEAV0	J7575650	2018	GAFP41	GIULIA QUADRIFOGLIO RWD        RWD	GA	737604519	001	20180324	20171017	20180327	20180328200543	66	O	A	A	69108	U    	7         	2017-10-17	          	          	O         	S90254Q   	S28812I   	S82150F   	          	          	1	1964	02	9	2	7	09	09	09	09	08	09	1	08	09	10	10	10	2	00	00	00	00	00	00	 	1		 	10	08	09	08	09	99	09	1	08	1	09	09	1	1	1	1	10	00	00	00	04	00	 	09	Avery was a nice rep. Great experience	1006	1006	0000	0000	09	Quadrofolio......	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	No	7002	7002	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	09	10	10		 	 	AXFX	58871847	201804    	1	en	201804    
001	Sales	ZARFAEBN2	J7566379	2018	GAFL41	GIULIA RWD                     RWD	GA	737607893	001	20180323	20170724	20180327	20180328182349	66	E	A	A	69014	U    	7         	2017-07-24	          	          	E         	S28178O   	          	S63632C   	          	          	1	1983	01	1	3	5	10	10	10	10	10	10	1	10	10	10	10	10	2	00	00	00	00	00	00	 	2	5	 	10	10	10	10	10	99	10	1	10	1	10	08	1	1	1	1	10	01	00	00	00	00	 	10	My sales consultant Jared was excellent. Very knowledgable, always had an answer to my questions and truly put customers first. I will be going back for next purchase , just a great experience. Thank you guys, I love my car!	1002,1009,1101,1304,2103	1002	1009	1101	10	It's a beautiful car, everything I could ever want in a vehicle. I did my research before and knew exactly what I wanted.	1011,8002	1011	8002	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	No	7002	7002	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	58871858	201804    	1	en	201804    
001	Sales	ZARFAECN3	J7564672	2018	GAFT41	GIULIA TI RWD                  RWD	GA	737623683	001	20180324	20170713	20180327	20180423125428	66	1	A	A	69318	U    	7         	2017-07-13	          	          	H         	S54756Q   	S57050E   	S31436P   	          	          	1	1974	02	10	2	5	09	10	08	08	08	08	1	08	08	09	09	09	3	00	00	00	00	00	00	 	1		 	09	07	08	09	09	09	09	1	09	1	09	09	1	1	1	1	09	00	00	00	04	00	 	09	 	 	0000	0000	0000	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	09	09	09		 	 	AXFX	58871900	201804    	1	en	201804    
001	Sales	ZARFAEBNX	H7535892	2017	GAFL41	GIULIA RWD                     RWD	GA	737654520	001	20180324	20170116	20180327	20180406103700	66	D	A	A	69012	U    	7         	2017-01-16	          	          	D         	S59693O   	          	S82395Q   	          	          	2	1964	02	4	3	4	09	09	08	09	09	08	1	09	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	09	09	10	10	10	10	1	09	1	09	08	1	1	1	1	09	00	00	00	04	00	 	10	It was nice having Rebecca as a salesperson. She was very understanding and made me feel comfortable during the test drive. We connected and she made the experience easy!	1002,2004,3006,3010	1002	2004	3006	09	Style and feel of the ride!	8002	8002	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Dealer didn't have the user manual or license plate cover in stock. I heard a "new car kit" was available as well (with touch up paint etc.) if so I didn't receive it :)	7005,8001	7005	8001	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	09	09	10		 	 	AXFX	58872021	201804    	L	en	201804    
001	Sales	ZASFAKAN1	J7B68291	2018	GUGL74	STELVIO AWD                    AWD	GU	737690443	001	20180323	20170606	20180327	20180328102512	66	D	A	A	69142	U    	7         	2017-06-06	          	          	D         	S34375Q   	S21596Q   	S27971M   	          	          	2	 	02	10	2	5	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	2	10	10	1	2	1	2	10	00	00	00	04	00	 	10	 	 	0000	0000	0000	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	No	7002	7002	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	58872721	201804    	1	en	201804    
001	Sales	ZARFAEEN4	J7565942	2018	GAGT41	GIULIA TI AWD                  AWD	GA	737694348	001	20180321	20170720	20180327	20180330153203	66	O	A	A	69108	U    	7         	2017-07-20	          	          	O         	S80619E   	S30185M   	S82150F   	          	          	1	1963	02	9	2	7	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	 	 	0000	0000	0000	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	58873297	201804    	L	en	201804    
001	Sales	ZASFAKNN3	J7B98077	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737695259	001	20180324	20171024	20180327	20180402163122	42	I	A	A	69194	U    	7         	2017-10-24	          	          	I         	S99717L   	          	S89248O   	          	          	1	1963	02	7	3	5	10	10	10	10	10	10	1	07	10	10	10	10	2	00	00	00	00	00	00	 	1		 	10	08	06	03	09	05	07	1	08	2	04	10	1	1	1	1	08	00	00	00	04	00	 	09	 	 	0000	0000	0000	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	The wait to finalize the purchase with finance was very long.  They should have suggested another time for me to come in.	3011,5102	3011	5102	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	08	10		 	 	AXFX	58873447	201804    	1	en	201804    
001	Sales	ZARFAECN4	H7542478	2017	GAFT41	GIULIA TI RWD                  RWD	GA	737696150	001	20180324	20170301	20180327	20180401140947	71	1	C	A	69123	U    	7         	2017-03-01	          	          	J         	S61293M   	          	S77064C   	          	          	2	1977	01	3	3	5	09	09	09	09	09	09	1	09	08	09	09	09	2	00	00	00	00	00	00	 	1		 	09	08	09	10	10	09	09	1	09	1	09	09	1	1	1	1	09	00	00	00	04	00	 	09	 	 	0000	0000	0000	09	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	09	09	09		 	 	AXFX	58873610	201804    	L	en	201804    
001	Sales	ZASFAKNN0	J7B93614	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737700337	001	20180324	20171003	20180327	20180330084614	71	D	D	A	69238	U    	7         	2017-10-03	          	          	Y         	S13366Q   	S46323M   	S46323M   	          	          	2	1986	02	3	3	5	10	10	10	10	10	10	1	10	10	10	10	10	1	01	02	03	04	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	01	00	00	00	00	 	10	I worked with Aram and Scott who were both a pleasure to work with. They were both very knowledgeable and extremely friendly with a non salesman attitude approach ( which was very refreshing!). We worked with Scott during the test drive & full tutorial on the infotainment system.I felt like I could trust his opinion because he owns the exact same car I purchased. And as much as he was thorough in explaining, the car sold itself to me as I test drove it. They even let us text drive two different trim models of the car to really see which one we liked more.  Aram was mostly on the finance side- he was very efficient and really had our backs. As a first time car owner, he went the extra mile for me. He made the signing process stress free as he went through and explained each document I signed and what it meant. I was very impressed with how quickly he was able to go process everything. The only thing that took the longest was getting the loan approved since I had no prior history.  Once all the paper work was signed, Scott gave me a tutorial on the vehicle and how to operate everything. When we looked at the car there was a ding on the back bumper but Aram already put in a request to order a new one.  Overall- amazing experience. I was very pleased with the level of professionalism these two gentlemen possessed and I already recommended them to so many of my friends and family! Very happy with these two guys and the team there.	1003,1006,1008,1009,1014,1018,1105,1108,1302,2004,2101,2102,3006,3008,3010,3011,5102,5105,8002	1003	1006	1008	10	The feel of the vehicle, how it drives, and all amenities included for a reasonable price. It checked all the boxes in what I was looking for in a crossover	3101,5002	3101	5002	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Maybe you could have snacks at the dealer for customers... we were starving by the time the paperwork was done!	3008,3101	3008	3101	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	58873746	201804    	L	en	201804    
001	Sales	ZASFAKNN8	J7B93229	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737702272	001	20180324	20171002	20180327	20180330035018	32	1	B	A	69040	U    	7         	2017-10-02	          	          	I         	S78338P   	S10437E   	S10437E   	          	          	2	1967	02	3	2	5	10	10	10	10	10	10	1	10	10	10	10	10	1	00	02	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	The service from Ernest and all of the staff. Comfortable environment. Friendly. Relaxed.	1006,1012	1006	1012	0000	10	Love the ride and look of the vevicle	0370	0370	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	No my experience was very good.	7001	7001	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	58873837	201804    	L	en	201804    
001	Sales	ZASFAKNN9	J7B79372	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737706512	001	20180325	20170718	20180327	20180421090237	71	D	D	A	69238	U    	7         	2017-07-18	          	          	Y         	S76482O   	S12925Q   	S12925Q   	          	          	2	1983	02	4	3	7	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	01	00	00	00	00	 	10	 	 	0000	0000	0000	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	58874031	201804    	L	en	201804    
001	Sales	ZARFAEAV9	J7577199	2018	GAFP41	GIULIA QUADRIFOGLIO RWD        RWD	GA	737707760	001	20180323	20171030	20180327	20180331081826	66	E	B	A	69085	U    	7         	2017-10-30	          	          	E         	S57016P   	S32640C   	S12250F   	          	          	1	 	02	3	2	5	10	09	09	08	08	09	1	10	10	10	10	09	1	00	00	00	00	00	06	 	1		 	09	08	10	10	08	10	09	2	10	2	10	10	1	1	1	1	10	00	00	00	04	00	 	09	 	 	0000	0000	0000	09	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	09		 	 	AXFX	58874066	201804    	1	en	201804    
001	Sales	ZARFAECN9	J7580861	2018	GAFT41	GIULIA TI RWD                  RWD	GA	737708556	001	20180308	20171130	20180327	20180409104932	66	A	A	A	69105	U    	7         	2017-11-30	          	          	A         	S59742Q   	          	S58732P   	          	          	1	1977	02	2	3	5	01	09	06	06	06	06	2	06	05	07	99	07	2	00	00	00	00	00	00	 	2	4	 	07	05	99	06	04	06	05	1	03	2	06	01	1	2	2	2	03	00	02	00	00	00	 	01	 	 	0000	0000	0000	09	I Love the car and Brand. Italian Sport and luxury at the best with Giulia. I am looking forward to get the Giulia Quatrofolio next!	2105	2105	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	01	03	07		 	 	ARFX	58874285	201804    	L	en	201804    
001	Sales	ZASFAKNN4	J7B99593	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737710601	001	20180324	20171030	20180327	20180328181135	66	A	B	A	69082	U    	7         	2017-10-30	          	          	B         	S12911Q   	          	S89286Q   	          	          	1	1972	02	10	3	5	10	09	09	10	09	10	1	09	99	10	10	09	3	00	00	00	00	00	00	 	1		 	10	09	09	06	09	09	09	1	09	1	09	10	1	1	1	1	09	00	00	00	04	00	 	09	 	 	0000	0000	0000	09	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	09	10		 	 	AXFX	58874727	201804    	L	en	201804    
001	Sales	ZASFAKPN6	J7B79990	2018	GUGL74	STELVIO AWD                    AWD	GU	737710839	001	20180324	20170720	20180327	20180330151127	66	O	A	A	69108	U    	7         	2017-07-20	          	          	O         	S57024H   	S30185M   	S82150F   	          	          	1	1984	02	10	2	5	10	08	10	10	10	10	1	10	10	10	10	10	2	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	Everything	7001	7001	0000	0000	07	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	58874805	201804    	L	en	201804    
001	Sales	ZASFAKAN1	J7B75550	2018	GUGL74	STELVIO AWD                    AWD	GU	737711047	001	20180322	20170704	20180327	20180401181505	66	A	B	A	69082	U    	7         	2017-07-04	          	          	B         	S18674M   	          	S89286Q   	          	          	1	1974	02	10	3	2	10	10	10	10	10	10	1	10	10	10	10	10	2	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	The manager Alan and sales consultant Luis Rivera where berry professional nice experience	1014,1304	1014	1304	0000	10	The car is great and I am happy with the deal	5002	5002	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	To lower the price Jajajajaja Im really happy with the deal	5002	5002	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	58874869	201804    	L	en	201804    
001	Sales	ZASFAKAN1	J7B61390	2018	GUGL74	STELVIO AWD                    AWD	GU	737711720	001	20180324	20170511	20180327	20180330160411	32	2	A	A	69327	U    	7         	2017-05-11	          	          	L         	S76696M   	S60281M   	S60281M   	          	          	2	1971	04	2	1	4	10	10	10	05	05	05	1	08	10	10	10	10	1	00	00	00	00	00	06	 	1		 	10	10	10	10	07	05	10	1	08	2	10	07	1	1	1	1	10	00	00	00	00	00	Had a slight scratch inside the driver's door which they repaired immediately	08	The overall experience	7001	7001	0000	0000	10	Color, comfort. Overall beautiful vehicle	8002	8002	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	58875103	201804    	L	en	201804    
001	Sales	ZARFAEENX	J7572278	2018	GAGT41	GIULIA TI AWD                  AWD	GA	737713114	001	20180315	20170921	20180327	20180329153843	32	1	B	A	69098	U    	7         	2017-09-21	          	          	H         	S47079L   	S99685N   	S99685N   	          	          	1	1960	02	2	2	5	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	Everyone was very pleasant! Esp Jessie and Luigi. Thank you so much and we shall be back!	1003	1003	0000	0000	10	 	 	0000	0000	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	58875563	201804    	L	en	201804    
001	Sales	ZASFAKNN8	J7B91674	2018	GUGT74	STELVIO TI AWD                 AWD	GU	737713719	001	20180324	20170925	20180327	20180401191423	32	2	A	A	69056	U    	7         	2017-09-25	          	          	C         	S58970N   	S05577B   	S58970N   	          	          	2	1977	03	10	1	2	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	04	00	 	10	This was an overall enjoyable shopping and purchasing experience. Ken was able to take my very specific requests and locate a vehicle that fit my wants and budget. When at the dealership for the first time he was very accommodating and doing an excellent job multitasking between helping us and another couple that was there at the same time. It was great because we actually got a chance to chat with the other couple and talk cars and features and what led us both to Alfa Romeo that day. It was a relaxed and friendly atmosphere with absolutely no pressure.	1006,1008,1011,1012,2002,5002,8002	1006	1008	1011	10	My Stelvio has the comfort and technology that I expect from a new car, but most of all, it was the performance that I really wanted. I love that I can cruise around town effortlessly, but at any time I can turn the dial to dynamic mode, tap the shifter over to manual, and put my foot down without skipping a beat.	2003,8002	2003	8002	0000	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	 	 	0000	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	58875756	201804    	L	en	201804    
001	Sales	ZARFAECN4	J7572229	2018	GAFT41	GIULIA TI RWD                  RWD	GA	737714791	001	20180324	20170920	20180327	20180328184810	71	D	D	A	69238	U    	7         	2017-09-20	          	          	Y         	S69788P   	S12925Q   	S12925Q   	          	          	1	1959	02	6	3	7	10	10	10	10	10	10	1	10	10	10	10	10	3	00	00	00	00	00	00	 	1		 	10	10	10	10	10	10	10	1	10	1	10	10	1	1	1	1	10	00	00	00	00	00	Tire inflation incorrect	10	Having already happily leased/owned 4(!) BMW 3-series prior to this new Alfa, my impression so far with both the car itself and the Alfa Romeo organization has been eye-opening. After years of thinking I had the ultimate driving machine, only now I realize that Alfa Romeo has totally put BMW to shame! Well done on winning my business Alfa!!	2106,5104	2106	5104	0000	10	Steering feedback. Suspension tuning. Power delivery. Sport seats and paddle shifters. DNA modes. And how all these work in harmony.	0192,0199,0353	0192	0199	0353	99								 	 	00	00	00	00	00	00	00	00	00	00	00	 	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	99	99	99	99	99	99	99	99	9	9	9	9	9	99	99	 	 	99	99	99	99	99	00	00	00	00	00	00	00	00	 	 	 	 	 	 	 	 	 	 	 	Free service loaners at all dealers.	3004	3004	0000	0000	          	          	          	          	0000      	0000      	0000	99        	          	          	          	10	10	10		 	 	AXFX	58876087	201804    	L	en	201804    
